0.000 200 128 224 224 128 31 31 200 128 224 224 128 31 31 
0.016 200 128 224 223 127 31 32 200 128 224 223 127 31 32 
0.032 200 129 225 222 126 30 33 200 129 225 222 126 30 33 
0.048 200 130 226 222 125 29 33 200 130 226 222 125 29 33 
0.064 200 131 226 221 124 29 34 200 131 226 221 124 29 34 
0.080 200 131 227 220 124 28 35 200 131 227 220 124 28 35 
0.096 200 132 228 220 123 27 35 200 132 228 220 123 27 35 
0.112 200 133 228 219 122 27 36 200 133 228 219 122 27 36 
0.128 200 134 229 218 121 26 37 200 134 229 218 121 26 37 
0.144 200 134 230 217 121 25 38 200 134 230 217 121 25 38 
0.160 200 135 230 217 120 25 38 200 135 230 217 120 25 38 
0.176 200 136 231 216 119 24 39 200 136 231 216 119 24 39 
0.192 200 137 232 215 118 23 40 200 137 232 215 118 23 40 
0.208 200 137 232 215 118 23 40 200 137 232 215 118 23 40 
0.224 200 138 233 214 117 22 41 200 138 233 214 117 22 41 
0.240 200 139 234 213 116 21 42 200 139 234 213 116 21 42 
0.256 200 140 234 212 115 21 43 200 140 234 212 115 21 43 
0.272 200 140 235 212 115 20 43 200 140 235 212 115 20 43 
0.288 200 141 235 211 114 20 44 200 141 235 211 114 20 44 
0.304 200 142 236 210 113 19 45 200 142 236 210 113 19 45 
0.320 200 143 237 209 112 18 46 200 143 237 209 112 18 46 
0.336 200 144 237 209 111 18 46 200 144 237 209 111 18 46 
0.352 200 144 238 208 111 17 47 200 144 238 208 111 17 47 
0.368 200 145 238 207 110 17 48 200 145 238 207 110 17 48 
0.384 200 146 239 207 109 16 48 200 146 239 207 109 16 48 
0.400 200 147 240 206 108 15 49 200 147 240 206 108 15 49 
0.416 200 147 240 205 108 15 50 200 147 240 205 108 15 50 
0.432 200 148 241 204 107 14 51 200 148 241 204 107 14 51 
0.448 200 149 241 203 106 14 52 200 149 241 203 106 14 52 
0.464 200 150 242 203 105 13 52 200 150 242 203 105 13 52 
0.480 200 151 242 202 104 13 53 200 151 242 202 104 13 53 
0.496 200 151 243 201 104 12 54 200 151 243 201 104 12 54 
0.512 200 152 243 200 103 12 55 200 152 243 200 103 12 55 
0.528 200 153 244 200 102 11 55 200 153 244 200 102 11 55 
0.544 200 154 244 199 101 11 56 200 154 244 199 101 11 56 
0.560 200 155 245 198 100 10 57 200 155 245 198 100 10 57 
0.576 200 155 245 197 100 10 58 200 155 245 197 100 10 58 
0.592 200 156 246 197 99 9 58 200 156 246 197 99 9 58 
0.608 200 157 246 196 98 9 59 200 157 246 196 98 9 59 
0.624 200 158 247 195 97 8 60 200 158 247 195 97 8 60 
0.640 200 159 247 194 96 8 61 200 159 247 194 96 8 61 
0.656 200 159 248 193 96 7 62 200 159 248 193 96 7 62 
0.672 200 160 248 193 95 7 62 200 160 248 193 95 7 62 
