0.000 207 128 229 229 128 26 26 207 128 229 229 128 26 26 
0.032 207 131 232 227 124 23 28 207 131 232 227 124 23 28 
0.064 207 134 234 224 121 21 31 207 134 234 224 121 21 31 
0.096 207 138 237 221 117 18 34 207 138 237 221 117 18 34 
0.128 207 141 239 219 114 16 36 207 141 239 219 114 16 36 
0.160 207 145 241 216 110 14 39 207 145 241 216 110 14 39 
0.192 207 148 243 213 107 12 42 207 148 243 213 107 12 42 
0.224 207 152 245 210 103 10 45 207 152 245 210 103 10 45 
0.256 207 155 247 207 100 8 48 207 155 247 207 100 8 48 
0.288 207 159 248 204 96 7 51 207 159 248 204 96 7 51 
0.320 207 162 250 200 93 5 55 207 162 250 200 93 5 55 
0.352 207 166 251 197 89 4 58 207 166 251 197 89 4 58 
0.384 207 169 252 194 86 3 61 207 169 252 194 86 3 61 
0.416 207 173 254 191 82 1 64 207 173 254 191 82 1 64 
0.448 207 176 254 187 79 1 68 207 176 254 187 79 1 68 
0.480 207 180 255 184 75 0 71 207 180 255 184 75 0 71 
0.512 207 183 255 180 72 0 75 207 183 255 180 72 0 75 
0.544 207 186 254 177 69 1 78 207 186 254 177 69 1 78 
0.576 207 190 254 174 65 1 81 207 190 254 174 65 1 81 
0.608 207 193 253 170 62 2 85 207 193 253 170 62 2 85 
0.640 207 196 252 167 59 3 88 207 196 252 167 59 3 88 
0.672 207 200 250 163 55 5 92 207 200 250 163 55 5 92 
0.704 207 203 249 160 52 6 95 207 203 249 160 52 6 95 
0.736 207 206 247 156 49 8 99 207 206 247 156 49 8 99 
0.768 207 209 245 153 46 10 102 207 209 245 153 46 10 102 
0.800 207 212 244 149 43 11 106 207 212 244 149 43 11 106 
0.832 207 215 242 146 40 13 109 207 215 242 146 40 13 109 
0.864 207 218 240 142 37 15 113 207 218 240 142 37 15 113 
0.896 207 221 237 139 34 18 116 207 221 237 139 34 18 116 
0.928 207 224 235 135 31 20 120 207 224 235 135 31 20 120 
0.960 207 226 233 132 29 22 123 207 226 233 132 29 22 123 
0.992 207 229 230 128 26 25 127 207 229 230 128 26 25 127 
1.024 207 231 228 125 24 27 130 207 231 228 125 24 27 130 
1.056 207 234 225 121 21 30 134 207 234 225 121 21 30 134 
1.088 207 236 222 118 19 33 137 207 236 222 118 19 33 137 
1.120 207 238 219 115 17 36 140 207 238 219 115 17 36 140 
1.152 207 241 216 111 14 39 144 207 241 216 111 14 39 144 
1.184 207 243 214 108 12 41 147 207 243 214 108 12 41 147 
1.216 207 245 211 104 10 44 151 207 245 211 104 10 44 151 
1.248 207 246 207 101 9 48 154 207 246 207 101 9 48 154 
1.280 207 248 204 97 7 51 158 207 248 204 97 7 51 158 
1.312 207 250 201 94 5 54 161 207 250 201 94 5 54 161 
1.344 207 251 198 90 4 57 165 207 251 198 90 4 57 165 
1.376 207 252 195 87 3 60 168 207 252 195 87 3 60 168 
1.408 207 253 191 83 2 64 172 207 253 191 83 2 64 172 
1.440 207 254 188 80 1 67 175 207 254 188 80 1 67 175 
1.472 207 255 185 76 0 70 179 207 255 185 76 0 70 179 
1.504 207 255 181 73 0 74 182 207 255 181 73 0 74 182 
1.536 207 255 178 69 0 77 186 207 255 178 69 0 77 186 
1.568 207 254 174 66 1 81 189 207 254 174 66 1 81 189 
1.600 207 253 171 63 2 84 192 207 253 171 63 2 84 192 
1.632 207 252 168 59 3 87 196 207 252 168 59 3 87 196 
1.664 207 251 164 56 4 91 199 207 251 164 56 4 91 199 
1.696 207 249 161 53 6 94 202 207 249 161 53 6 94 202 
1.728 207 248 157 50 7 98 205 207 248 157 50 7 98 205 
1.760 207 246 154 47 9 101 208 207 246 154 47 9 101 208 
1.792 207 244 150 44 11 105 211 207 244 150 44 11 105 211 
1.824 207 242 147 41 13 108 214 207 242 147 41 13 108 214 
1.856 207 240 143 38 15 112 217 207 240 143 38 15 112 217 
1.888 207 238 140 35 17 115 220 207 238 140 35 17 115 220 
1.920 207 236 136 32 19 119 223 207 236 136 32 19 119 223 
1.952 207 233 133 29 22 122 226 207 233 133 29 22 122 226 
1.984 207 231 129 27 24 126 228 207 231 129 27 24 126 228 
2.016 207 228 126 24 27 129 231 207 228 126 24 27 129 231 
2.048 207 226 122 22 29 133 233 207 226 122 22 29 133 233 
2.080 207 223 119 19 32 136 236 207 223 119 19 32 136 236 
2.112 207 220 115 17 35 140 238 207 220 115 17 35 140 238 
2.144 207 217 112 15 38 143 240 207 217 112 15 38 143 240 
2.176 207 214 108 13 41 147 242 207 214 108 13 41 147 242 
2.208 207 211 105 11 44 150 244 207 211 105 11 44 150 244 
2.240 207 208 101 9 47 154 246 207 208 101 9 47 154 246 
2.272 207 205 98 7 50 157 248 207 205 98 7 50 157 248 
2.304 207 202 94 6 53 161 249 207 202 94 6 53 161 249 
2.336 207 199 91 4 56 164 251 207 199 91 4 56 164 251 
2.368 207 196 87 3 59 168 252 207 196 87 3 59 168 252 
2.400 207 192 84 2 63 171 253 207 192 84 2 63 171 253 
2.432 207 189 81 1 66 174 254 207 189 81 1 66 174 254 
2.464 207 186 77 0 69 178 255 207 186 77 0 69 178 255 
